Vandportalen - www.vandportalen.dk
Lokalitet:;22.36 Storå, Ved Gl. Grydholt
Tidsserie:;Vandføring, Døgnmiddel (DMP)
Drives af Miljøstyrelsen
Dataperiode:;01-01-1917 00:00 - 12-10-2024 23:59 ( UTC +01:00:00 )
ks mrk.:;0= ikke-korrigerede data (rådata)
;1= data udtyndet for outliers
;2= kvalitetskontrolleret data
Udtræksdato: ;07-10-2024 09:14

WSP og dataleverandører til Vandportalen kan ikke drages til ansvar for målingernes rigtighed.

Dato (DK normaltid);Vandføring, Døgnmiddel (DMP) (l/s);ks mrk.
14-01-2006 00:00;8016.436;2
15-01-2006 00:00;7383.487;2
16-01-2006 00:00;6929.736;2
17-01-2006 00:00;6626.967;2
18-01-2006 00:00;6561.939;2
19-01-2006 00:00;6337.836;2
20-01-2006 00:00;6506.418;2
21-01-2006 00:00;8871.596;2
22-01-2006 00:00;8295.065;2
23-01-2006 00:00;7268.674;2
24-01-2006 00:00;6846.498;2
25-01-2006 00:00;6890.892;2
26-01-2006 00:00;7525.898;2
27-01-2006 00:00;6879.028;2
28-01-2006 00:00;6321.694;2
29-01-2006 00:00;6064.155;2
30-01-2006 00:00;5930.167;2
31-01-2006 00:00;6121.774;2
01-02-2006 00:00;6714.919;2
02-02-2006 00:00;7377.155;2
03-02-2006 00:00;7673.001;2
04-02-2006 00:00;7333.318;2
05-02-2006 00:00;6864.961;2
06-02-2006 00:00;7482.563;2
07-02-2006 00:00;13007.742;2
08-02-2006 00:00;14222.406;2
09-02-2006 00:00;14263.224;2
10-02-2006 00:00;13576.262;2
11-02-2006 00:00;11839.999;2
12-02-2006 00:00;9975.782;2
13-02-2006 00:00;9450.595;2
14-02-2006 00:00;9239.973;2
15-02-2006 00:00;8805.851;2
16-02-2006 00:00;10470.255;2
17-02-2006 00:00;12357.928;2
18-02-2006 00:00;12805.470;2
19-02-2006 00:00;12148.119;2
20-02-2006 00:00;10846.215;2
21-02-2006 00:00;9904.804;2
22-02-2006 00:00;9139.408;2
23-02-2006 00:00;8684.948;2
24-02-2006 00:00;8433.723;2
25-02-2006 00:00;8038.213;2
26-02-2006 00:00;7725.151;2
27-02-2006 00:00;7469.113;2
28-02-2006 00:00;7433.779;2
01-03-2006 00:00;7562.086;2
02-03-2006 00:00;7271.700;2
03-03-2006 00:00;7098.601;2
04-03-2006 00:00;6794.034;2
